48, Bonjibod, 2018-11-15 15:38:50, Assessment - DETAILS, tbl_assessment_details, ADD, 1696
79, ROSANO, 2019-01-11 15:06:30, Assessment - APPROVED, tbl_assessment, UPDATE, 82
52, Pabalan, 2019-01-11 15:06:36, Assessment - DETAILS, tbl_assessment_details, ADD, 927
52, Pabalan, 2019-01-11 15:06:36, Business Lines, tbl_application_business_line, UPDATE, 927
52, Pabalan, 2019-01-11 15:06:36, Application - EMPLOYEES, tbl_application_form, UPDATE, 927
70, Bermejo, 2019-01-11 15:06:43, Assessment - APPROVED, tbl_assessment, UPDATE, 82
52, Pabalan, 2019-01-11 15:06:57, Assessment - ASSESSED, tbl_assessment, ADD, 927
52, Pabalan, 2019-01-11 15:06:57, Assessment - ASSESSED, tbl_assessment_fees, ADD, 927
52, Pabalan, 2019-01-11 15:06:58, Billing, tbl_billing_fees, ADD, 927
52, Pabalan, 2019-01-11 15:06:58, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 927
70, Bermejo, 2019-01-11 15:07:40, Assessment - APPROVED, tbl_assessment, UPDATE, 927
47, Sarabia, 2019-01-11 15:11:33, Assessment - DETAILS, tbl_assessment_details, UPDATE, 1478
47, Sarabia, 2019-01-11 15:11:33, Business Lines, tbl_application_business_line, UPDATE, 1478
47, Sarabia, 2019-01-11 15:11:33, Application - EMPLOYEES, tbl_application_form, UPDATE, 1478
47, Sarabia, 2019-01-11 15:11:45, Assessment - ASSESSED, tbl_assessment, ADD, 1478
47, Sarabia, 2019-01-11 15:11:45, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1478
47, Sarabia, 2019-01-11 15:11:45, Billing, tbl_billing_fees, ADD, 1478
47, Sarabia, 2019-01-11 15:11:45, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1478
70, Bermejo, 2019-01-11 15:16:03, Assessment - APPROVED, tbl_assessment, UPDATE, 1478
47, Sarabia, 2019-01-11 15:20:47, Assessment - DETAILS, tbl_assessment_details, ADD, 1173
47, Sarabia, 2019-01-11 15:20:47, Business Lines, tbl_application_business_line, UPDATE, 1173
47, Sarabia, 2019-01-11 15:20:47, Application - EMPLOYEES, tbl_application_form, UPDATE, 1173
47, Sarabia, 2019-01-11 15:21:15, Assessment - ASSESSED, tbl_assessment, ADD, 1173
47, Sarabia, 2019-01-11 15:21:15, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1173
47, Sarabia, 2019-01-11 15:21:15, Billing, tbl_billing_fees, ADD, 1173
47, Sarabia, 2019-01-11 15:21:15, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1173
70, Bermejo, 2019-01-11 15:22:14, Assessment - APPROVED, tbl_assessment, UPDATE, 1173
70, Bermejo, 2019-01-11 15:22:18, Assessment - APPROVED, tbl_assessment, UPDATE, 1173
47, Sarabia, 2019-01-11 15:33:46, Assessment - DETAILS, tbl_assessment_details, ADD, 1193
47, Sarabia, 2019-01-11 15:33:47, Business Lines, tbl_application_business_line, UPDATE, 1193
47, Sarabia, 2019-01-11 15:33:47, Application - EMPLOYEES, tbl_application_form, UPDATE, 1193
47, Sarabia, 2019-01-11 15:35:39, Assessment - ASSESSED, tbl_assessment, ADD, 1193
47, Sarabia, 2019-01-11 15:35:39, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1193
47, Sarabia, 2019-01-11 15:35:39, Billing, tbl_billing_fees, ADD, 1193
47, Sarabia, 2019-01-11 15:35:40, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1193
79, ROSANO, 2019-01-11 15:42:13, Assessment - APPROVED, tbl_assessment, UPDATE, 1193
52, Pabalan, 2019-01-11 15:42:22, Assessment - DETAILS, tbl_assessment_details, ADD, 227
52, Pabalan, 2019-01-11 15:42:22, Business Lines, tbl_application_business_line, UPDATE, 227
52, Pabalan, 2019-01-11 15:42:22, Application - EMPLOYEES, tbl_application_form, UPDATE, 227
52, Pabalan, 2019-01-11 15:42:47, Assessment - DETAILS, tbl_assessment_details, UPDATE, 227
52, Pabalan, 2019-01-11 15:42:48, Business Lines, tbl_application_business_line, UPDATE, 227
52, Pabalan, 2019-01-11 15:42:48, Application - EMPLOYEES, tbl_application_form, UPDATE, 227
52, Pabalan, 2019-01-11 15:45:46, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:45:47, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:45:48, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:45:48, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:03, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:03, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:04, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:04, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:04, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:04, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:04, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:05, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
52, Pabalan, 2019-01-11 15:46:06, Assessment - ASSESSED, tbl_assessment, ADD, 227
52, Pabalan, 2019-01-11 15:46:06, Assessment - ASSESSED, tbl_assessment_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:06, Billing, tbl_billing_fees, ADD, 227
52, Pabalan, 2019-01-11 15:46:06, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 227
79, ROSANO, 2019-01-11 15:47:16, Assessment - APPROVED, tbl_assessment, UPDATE, 227
79, ROSANO, 2019-01-11 15:47:18, Assessment - APPROVED, tbl_assessment, UPDATE, 227
47, Sarabia, 2019-01-11 15:56:55, Assessment - DETAILS, tbl_assessment_details, ADD, 1134
47, Sarabia, 2019-01-11 15:56:55, Business Lines, tbl_application_business_line, UPDATE, 1134
47, Sarabia, 2019-01-11 15:56:55, Application - EMPLOYEES, tbl_application_form, UPDATE, 1134
47, Sarabia, 2019-01-11 15:57:22, Assessment - ASSESSED, tbl_assessment, ADD, 1134
47, Sarabia, 2019-01-11 15:57:22, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1134
47, Sarabia, 2019-01-11 15:57:22, Billing, tbl_billing_fees, ADD, 1134
47, Sarabia, 2019-01-11 15:57:23, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1134
70, Bermejo, 2019-01-11 16:01:22, Assessment - APPROVED, tbl_assessment, UPDATE, 1134
52, Pabalan, 2019-01-11 16:10:49, Assessment - DETAILS, tbl_assessment_details, ADD, 255
52, Pabalan, 2019-01-11 16:10:49, Business Lines, tbl_application_business_line, UPDATE, 255
52, Pabalan, 2019-01-11 16:10:49, Application - EMPLOYEES, tbl_application_form, UPDATE, 255
52, Pabalan, 2019-01-11 16:11:22, Assessment - DETAILS, tbl_assessment_details, UPDATE, 255
52, Pabalan, 2019-01-11 16:11:23, Business Lines, tbl_application_business_line, UPDATE, 255
52, Pabalan, 2019-01-11 16:11:23, Application - EMPLOYEES, tbl_application_form, UPDATE, 255
47, Sarabia, 2019-01-11 16:11:41, Assessment - DETAILS, tbl_assessment_details, ADD, 932
47, Sarabia, 2019-01-11 16:11:41, Business Lines, tbl_application_business_line, UPDATE, 932
47, Sarabia, 2019-01-11 16:11:41, Application - EMPLOYEES, tbl_application_form, UPDATE, 932
52, Pabalan, 2019-01-11 16:12:06, Assessment - ASSESSED, tbl_assessment, ADD, 255
52, Pabalan, 2019-01-11 16:12:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 255
52, Pabalan, 2019-01-11 16:12:07, Billing, tbl_billing_fees, ADD, 255
52, Pabalan, 2019-01-11 16:12:07, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 255
47, Sarabia, 2019-01-11 16:13:07, Assessment - ASSESSED, tbl_assessment, ADD, 932
47, Sarabia, 2019-01-11 16:13:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 932
47, Sarabia, 2019-01-11 16:13:07, Billing, tbl_billing_fees, ADD, 932
47, Sarabia, 2019-01-11 16:13:08, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 932
48, Bonjibod, 2019-01-11 16:17:20, Assessment - DETAILS, tbl_assessment_details, ADD, 1016
48, Bonjibod, 2019-01-11 16:17:21, Business Lines, tbl_application_business_line, UPDATE, 1016
48, Bonjibod, 2019-01-11 16:17:21, Application - EMPLOYEES, tbl_application_form, UPDATE, 1016
48, Bonjibod, 2019-01-11 16:17:58, Assessment - ASSESSED, tbl_assessment, ADD, 1016
48, Bonjibod, 2019-01-11 16:17:58, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1016
48, Bonjibod, 2019-01-11 16:17:58, Billing, tbl_billing_fees, ADD, 1016
48, Bonjibod, 2019-01-11 16:17:59, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1016
70, Bermejo, 2019-01-11 16:22:08, Assessment - APPROVED, tbl_assessment, UPDATE, 932
70, Bermejo, 2019-01-11 16:24:21, Assessment - APPROVED, tbl_assessment, UPDATE, 1016
70, Bermejo, 2019-01-11 16:24:55, Assessment - APPROVED, tbl_assessment, UPDATE, 255
47, Sarabia, 2019-01-11 16:29:59, Assessment - DETAILS, tbl_assessment_details, ADD, 77
47, Sarabia, 2019-01-11 16:29:59, Business Lines, tbl_application_business_line, UPDATE, 77
47, Sarabia, 2019-01-11 16:29:59, Application - EMPLOYEES, tbl_application_form, UPDATE, 77
47, Sarabia, 2019-01-11 16:30:10, Assessment - ASSESSED, tbl_assessment, ADD, 77
47, Sarabia, 2019-01-11 16:30:10, Assessment - ASSESSED, tbl_assessment_fees, ADD, 77
47, Sarabia, 2019-01-11 16:30:10, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 77
70, Bermejo, 2019-01-11 16:31:12, Assessment - APPROVED, tbl_assessment, UPDATE, 77
48, Bonjibod, 2019-01-11 16:31:50, Assessment - DETAILS, tbl_assessment_details, ADD, 213
48, Bonjibod, 2019-01-11 16:31:50, Business Lines, tbl_application_business_line, UPDATE, 213
48, Bonjibod, 2019-01-11 16:31:50, Application - EMPLOYEES, tbl_application_form, UPDATE, 213
48, Bonjibod, 2019-01-11 16:32:02, Assessment - ASSESSED, tbl_assessment, ADD, 213
48, Bonjibod, 2019-01-11 16:32:02, Assessment - ASSESSED, tbl_assessment_fees, ADD, 213
48, Bonjibod, 2019-01-11 16:32:03, Billing, tbl_billing_fees, ADD, 213
48, Bonjibod, 2019-01-11 16:32:03, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 213
79, ROSANO, 2019-01-11 16:32:37, Assessment - APPROVED, tbl_assessment, UPDATE, 213
79, ROSANO, 2019-01-11 16:32:39, Assessment - APPROVED, tbl_assessment, UPDATE, 213
52, Pabalan, 2019-01-11 16:37:10, Assessment - DETAILS, tbl_assessment_details, ADD, 244
52, Pabalan, 2019-01-11 16:37:10, Business Lines, tbl_application_business_line, UPDATE, 244
52, Pabalan, 2019-01-11 16:37:10, Application - EMPLOYEES, tbl_application_form, UPDATE, 244
47, Sarabia, 2019-01-11 16:39:12, Assessment - DETAILS, tbl_assessment_details, ADD, 245
47, Sarabia, 2019-01-11 16:39:12, Business Lines, tbl_application_business_line, UPDATE, 245
47, Sarabia, 2019-01-11 16:39:12, Application - EMPLOYEES, tbl_application_form, UPDATE, 245
48, Bonjibod, 2019-01-11 16:39:24, Assessment - DETAILS, tbl_assessment_details, ADD, 394
48, Bonjibod, 2019-01-11 16:39:24, Business Lines, tbl_application_business_line, UPDATE, 394
48, Bonjibod, 2019-01-11 16:39:24, Application - EMPLOYEES, tbl_application_form, UPDATE, 394
48, Bonjibod, 2019-01-11 16:39:30, Assessment - ASSESSED, tbl_assessment, ADD, 394
48, Bonjibod, 2019-01-11 16:39:30, Assessment - ASSESSED, tbl_assessment_fees, ADD, 394
48, Bonjibod, 2019-01-11 16:39:30, Billing, tbl_billing_fees, ADD, 394
48, Bonjibod, 2019-01-11 16:39:30, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 394
47, Sarabia, 2019-01-11 16:39:31, Assessment - ASSESSED, tbl_assessment, ADD, 245
47, Sarabia, 2019-01-11 16:39:32, Assessment - ASSESSED, tbl_assessment_fees, ADD, 245
47, Sarabia, 2019-01-11 16:39:32, Billing, tbl_billing_fees, ADD, 245
47, Sarabia, 2019-01-11 16:39:32, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 245
70, Bermejo, 2019-01-11 16:41:08, Assessment - APPROVED, tbl_assessment, UPDATE, 245
52, Pabalan, 2019-01-11 16:41:32, Assessment - ASSESSED, tbl_assessment, ADD, 244
52, Pabalan, 2019-01-11 16:41:32, Assessment - ASSESSED, tbl_assessment_fees, ADD, 244
52, Pabalan, 2019-01-11 16:41:32, Billing, tbl_billing_fees, ADD, 244
52, Pabalan, 2019-01-11 16:41:32, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 244
70, Bermejo, 2019-01-11 16:42:00, Assessment - APPROVED, tbl_assessment, UPDATE, 394
52, Pabalan, 2019-01-11 16:42:09, Assessment - DETAILS, tbl_assessment_details, ADD, 249
52, Pabalan, 2019-01-11 16:42:09, Business Lines, tbl_application_business_line, UPDATE, 249
52, Pabalan, 2019-01-11 16:42:09, Application - EMPLOYEES, tbl_application_form, UPDATE, 249
52, Pabalan, 2019-01-11 16:42:15, Assessment - ASSESSED, tbl_assessment, ADD, 249
52, Pabalan, 2019-01-11 16:42:15, Assessment - ASSESSED, tbl_assessment_fees, ADD, 249
52, Pabalan, 2019-01-11 16:42:15, Billing, tbl_billing_fees, ADD, 249
52, Pabalan, 2019-01-11 16:42:15, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 249
70, Bermejo, 2019-01-11 16:42:32, Assessment - APPROVED, tbl_assessment, UPDATE, 244
79, ROSANO, 2019-01-11 16:43:13, Assessment - APPROVED, tbl_assessment, UPDATE, 249
48, Bonjibod, 2019-01-11 16:45:49, Assessment - DETAILS, tbl_assessment_details, ADD, 933
48, Bonjibod, 2019-01-11 16:45:49, Business Lines, tbl_application_business_line, UPDATE, 933
48, Bonjibod, 2019-01-11 16:45:49, Application - EMPLOYEES, tbl_application_form, UPDATE, 933
48, Bonjibod, 2019-01-11 16:45:58, Assessment - ASSESSED, tbl_assessment, ADD, 933
48, Bonjibod, 2019-01-11 16:45:58, Assessment - ASSESSED, tbl_assessment_fees, ADD, 933
48, Bonjibod, 2019-01-11 16:45:58, Billing, tbl_billing_fees, ADD, 933
48, Bonjibod, 2019-01-11 16:45:58, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 933
70, Bermejo, 2019-01-11 16:48:13, Assessment - APPROVED, tbl_assessment, UPDATE, 933
48, Bonjibod, 2019-01-11 16:48:17, Assessment - DETAILS, tbl_assessment_details, ADD, 952
48, Bonjibod, 2019-01-11 16:48:17, Business Lines, tbl_application_business_line, UPDATE, 952
48, Bonjibod, 2019-01-11 16:48:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 952
48, Bonjibod, 2019-01-11 16:48:21, Assessment - ASSESSED, tbl_assessment, ADD, 952
48, Bonjibod, 2019-01-11 16:48:21, Assessment - ASSESSED, tbl_assessment_fees, ADD, 952
48, Bonjibod, 2019-01-11 16:48:22, Billing, tbl_billing_fees, ADD, 952
48, Bonjibod, 2019-01-11 16:48:22, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 952
47, Sarabia, 2019-01-11 16:49:00, Assessment - DETAILS, tbl_assessment_details, ADD, 256
47, Sarabia, 2019-01-11 16:49:01, Business Lines, tbl_application_business_line, UPDATE, 256
47, Sarabia, 2019-01-11 16:49:01, Application - EMPLOYEES, tbl_application_form, UPDATE, 256
70, Bermejo, 2019-01-11 16:49:30, Assessment - APPROVED, tbl_assessment, UPDATE, 952
47, Sarabia, 2019-01-11 16:49:33, Assessment - ASSESSED, tbl_assessment, ADD, 256
47, Sarabia, 2019-01-11 16:49:33, Assessment - ASSESSED, tbl_assessment_fees, ADD, 256
47, Sarabia, 2019-01-11 16:49:33, Billing, tbl_billing_fees, ADD, 256
47, Sarabia, 2019-01-11 16:49:33, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 256
79, ROSANO, 2019-01-11 16:50:01, Assessment - APPROVED, tbl_assessment, UPDATE, 256
79, ROSANO, 2019-01-11 16:50:03, Assessment - APPROVED, tbl_assessment, UPDATE, 256
79, ROSANO, 2019-01-11 16:51:40, Assessment - DETAILS, tbl_assessment_details, UPDATE, 696
79, ROSANO, 2019-01-11 16:51:40, Business Lines, tbl_application_business_line, UPDATE, 696
79, ROSANO, 2019-01-11 16:51:40, Application - EMPLOYEES, tbl_application_form, UPDATE, 696
79, ROSANO, 2019-01-11 16:52:11, Assessment - ASSESSED, tbl_assessment, ADD, 696
79, ROSANO, 2019-01-11 16:52:11, Assessment - ASSESSED, tbl_assessment_fees, ADD, 696
79, ROSANO, 2019-01-11 16:52:11, Billing, tbl_billing_fees, ADD, 696
79, ROSANO, 2019-01-11 16:52:11, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 696
79, ROSANO, 2019-01-11 16:52:21, Assessment - APPROVED, tbl_assessment, UPDATE, 696
79, ROSANO, 2019-01-11 16:52:24, Assessment - APPROVED, tbl_assessment, UPDATE, 696
34, Testing, 2019-01-11 17:54:53, Assessment - DETAILS, tbl_assessment_details, ADD, 318
34, Testing, 2019-01-11 17:54:53, Business Lines, tbl_application_business_line, UPDATE, 318
34, Testing, 2019-01-11 17:54:53, Application - EMPLOYEES, tbl_application_form, UPDATE, 318
34, Testing, 2019-01-11 17:55:03, Assessment - ASSESSED, tbl_assessment, ADD, 318
34, Testing, 2019-01-11 17:55:03, Assessment - ASSESSED, tbl_assessment_fees, ADD, 318
34, Testing, 2019-01-11 17:55:03, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 318
34, Testing, 2019-01-11 18:50:48, Assessment - ASSESSED, tbl_assessment, ADD, 318
34, Testing, 2019-01-11 18:50:48, Assessment - ASSESSED, tbl_assessment_fees, ADD, 318
34, Testing, 2019-01-11 18:50:48, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 318
34, Testing, 2019-01-11 19:05:49, Assessment - ASSESSED, tbl_assessment, ADD, 318
34, Testing, 2019-01-11 19:05:49, Assessment - ASSESSED, tbl_assessment_fees, ADD, 318
34, Testing, 2019-01-11 19:05:49, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 318
34, Testing, 2019-01-11 19:05:58, Assessment - ASSESSED, tbl_assessment, UPDATE, 50
34, Testing, 2019-01-11 19:05:58, Assessment - ASSESSED, tbl_assessment_fees, UPDATE, 318
34, Testing, 2019-01-11 19:10:59, Assessment - ASSESSED, tbl_assessment, ADD, 318
34, Testing, 2019-01-11 19:10:59, Assessment - ASSESSED, tbl_assessment_fees, ADD, 318
34, Testing, 2019-01-11 19:10:59, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 318
34, Testing, 2019-01-11 19:11:10, Assessment - ASSESSED, tbl_assessment, UPDATE, 50
34, Testing, 2019-01-11 19:11:10, Assessment - ASSESSED, tbl_assessment_fees, UPDATE, 318
34, Testing, 2019-01-11 19:22:27, Assessment - ASSESSED, tbl_assessment, ADD, 318
34, Testing, 2019-01-11 19:22:27, Assessment - ASSESSED, tbl_assessment_fees, ADD, 318
34, Testing, 2019-01-11 19:22:27, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 318
34, Testing, 2019-01-11 19:22:35, Assessment - ASSESSED, tbl_assessment, UPDATE, 50
34, Testing, 2019-01-11 19:22:35, Assessment - ASSESSED, tbl_assessment_fees, UPDATE, 318
34, Testing, 2019-01-11 19:22:52, Assessment - ASSESSED, tbl_assessment, UPDATE, 50
34, Testing, 2019-01-11 19:22:52, Assessment - ASSESSED, tbl_assessment_fees, UPDATE, 318
47, Sarabia, 2019-01-12 09:24:41, Assessment - DETAILS, tbl_assessment_details, ADD, 78
47, Sarabia, 2019-01-12 09:24:41, Business Lines, tbl_application_business_line, UPDATE, 78
47, Sarabia, 2019-01-12 09:24:41, Application - EMPLOYEES, tbl_application_form, UPDATE, 78
52, Pabalan, 2019-01-12 09:25:16, Assessment - DETAILS, tbl_assessment_details, ADD, 800
52, Pabalan, 2019-01-12 09:25:17, Business Lines, tbl_application_business_line, UPDATE, 800
52, Pabalan, 2019-01-12 09:25:17, Application - EMPLOYEES, tbl_application_form, UPDATE, 800
52, Pabalan, 2019-01-12 09:25:23, Assessment - ASSESSED, tbl_assessment, ADD, 800
52, Pabalan, 2019-01-12 09:25:23, Assessment - ASSESSED, tbl_assessment_fees, ADD, 800
52, Pabalan, 2019-01-12 09:25:23, Billing, tbl_billing_fees, ADD, 800
52, Pabalan, 2019-01-12 09:25:23, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 800
47, Sarabia, 2019-01-12 09:25:26, Assessment - DETAILS, tbl_assessment_details, UPDATE, 78
47, Sarabia, 2019-01-12 09:25:26, Business Lines, tbl_application_business_line, UPDATE, 78
47, Sarabia, 2019-01-12 09:25:26, Application - EMPLOYEES, tbl_application_form, UPDATE, 78
47, Sarabia, 2019-01-12 09:25:37, Assessment - ASSESSED, tbl_assessment, ADD, 78
47, Sarabia, 2019-01-12 09:25:37, Assessment - ASSESSED, tbl_assessment_fees, ADD, 78
47, Sarabia, 2019-01-12 09:25:37, Billing, tbl_billing_fees, ADD, 78
47, Sarabia, 2019-01-12 09:25:37, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 78
52, Pabalan, 2019-01-12 09:26:01, Assessment - DETAILS, tbl_assessment_details, ADD, 799
52, Pabalan, 2019-01-12 09:26:01, Business Lines, tbl_application_business_line, UPDATE, 799
52, Pabalan, 2019-01-12 09:26:01, Application - EMPLOYEES, tbl_application_form, UPDATE, 799
52, Pabalan, 2019-01-12 09:26:14, Assessment - ASSESSED, tbl_assessment, ADD, 799
52, Pabalan, 2019-01-12 09:26:14, Assessment - ASSESSED, tbl_assessment_fees, ADD, 799
52, Pabalan, 2019-01-12 09:26:14, Billing, tbl_billing_fees, ADD, 799
52, Pabalan, 2019-01-12 09:26:14, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 799
70, Bermejo, 2019-01-12 09:26:38, Assessment - APPROVED, tbl_assessment, UPDATE, 800
70, Bermejo, 2019-01-12 09:27:16, Assessment - APPROVED, tbl_assessment, UPDATE, 78
70, Bermejo, 2019-01-12 09:27:50, Assessment - APPROVED, tbl_assessment, UPDATE, 799
48, Bonjibod, 2019-01-12 09:29:08, Assessment - DETAILS, tbl_assessment_details, ADD, 918
48, Bonjibod, 2019-01-12 09:29:08, Business Lines, tbl_application_business_line, UPDATE, 918
48, Bonjibod, 2019-01-12 09:29:08, Application - EMPLOYEES, tbl_application_form, UPDATE, 918
48, Bonjibod, 2019-01-12 09:29:58, Assessment - ASSESSED, tbl_assessment, ADD, 918
48, Bonjibod, 2019-01-12 09:29:58, Assessment - ASSESSED, tbl_assessment_fees, ADD, 918
48, Bonjibod, 2019-01-12 09:29:58, Billing, tbl_billing_fees, ADD, 918
48, Bonjibod, 2019-01-12 09:29:58, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 918
47, Sarabia, 2019-01-12 09:30:08, Assessment - DETAILS, tbl_assessment_details, ADD, 1128
47, Sarabia, 2019-01-12 09:30:08, Business Lines, tbl_application_business_line, UPDATE, 1128
47, Sarabia, 2019-01-12 09:30:08, Application - EMPLOYEES, tbl_application_form, UPDATE, 1128
47, Sarabia, 2019-01-12 09:30:37, Assessment - ASSESSED, tbl_assessment, ADD, 1128
47, Sarabia, 2019-01-12 09:30:37, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1128
47, Sarabia, 2019-01-12 09:30:37, Billing, tbl_billing_fees, ADD, 1128
47, Sarabia, 2019-01-12 09:30:37, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 1128
70, Bermejo, 2019-01-12 09:35:15, Assessment - APPROVED, tbl_assessment, UPDATE, 1128
70, Bermejo, 2019-01-12 09:37:59, Assessment - APPROVED, tbl_assessment, UPDATE, 918
47, Sarabia, 2019-01-12 09:39:34, Assessment - DETAILS, tbl_assessment_details, ADD, 326
47, Sarabia, 2019-01-12 09:39:34, Business Lines, tbl_application_business_line, UPDATE, 326
47, Sarabia, 2019-01-12 09:39:34, Application - EMPLOYEES, tbl_application_form, UPDATE, 326
47, Sarabia, 2019-01-12 09:40:14, Assessment - ASSESSED, tbl_assessment, ADD, 326
47, Sarabia, 2019-01-12 09:40:14, Assessment - ASSESSED, tbl_assessment_fees, ADD, 326
47, Sarabia, 2019-01-12 09:40:14, Billing, tbl_billing_fees, ADD, 326
47, Sarabia, 2019-01-12 09:40:14, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 326
52, Pabalan, 2019-01-12 09:42:55, Assessment - DETAILS, tbl_assessment_details, ADD, 935
52, Pabalan, 2019-01-12 09:42:55, Business Lines, tbl_application_business_line, UPDATE, 935
52, Pabalan, 2019-01-12 09:42:55, Application - EMPLOYEES, tbl_application_form, UPDATE, 935
52, Pabalan, 2019-01-12 09:43:07, Assessment - ASSESSED, tbl_assessment, ADD, 935
52, Pabalan, 2019-01-12 09:43:07, Assessment - ASSESSED, tbl_assessment_fees, ADD, 935
52, Pabalan, 2019-01-12 09:43:07, Billing, tbl_billing_fees, ADD, 935
52, Pabalan, 2019-01-12 09:43:07, Ready to Assess - DONE, tbl_ready_to_assess, UPDATE, 935
70, Bermejo, 2019-01-12 09:43:22, Assessment - APPROVED, tbl_assessment, UPDATE, 326
48, Bonjibod, 2019-01-12 09:43:32, Assessment - DETAILS, tbl_assessment_details, ADD, 1810
48, Bonjibod, 2019-01-12 09:43:32, Business Lines, tbl_application_business_line, UPDATE, 1810
48, Bonjibod, 2019-01-12 09:43:32, Application - EMPLOYEES, tbl_application_form, UPDATE, 1810
48, Bonjibod, 2019-01-12 09:43:40, Assessment - ASSESSED, tbl_assessment, ADD, 1810
48, Bonjibod, 2019-01-12 09:43:40, Assessment - ASSESSED, tbl_assessment_fees, ADD, 1810
48, Bonjibod, 2019-01-12 09:43:40, Billing, tbl_billing_fees, ADD, 1810
